,Games,AtBase,Hits
97072,74,154,43
97073,16,40,6
97074,3,3,0
97075,65,0,0
97076,1,2,0
97077,2,0,0
97078,108,304,64
97079,136,408,98
97080,141,501,104
97081,6,0,0
97082,37,104,28
97083,24,2,0
97084,48,0,0
97085,4,1,0
97086,118,452,117
97087,74,132,25
97088,68,206,42
97089,5,8,1
97090,10,0,0
97091,12,0,0
97092,8,8,1
97093,103,371,99
97094,5,7,3
97095,32,3,0
97096,1,0,0
97097,72,1,0
97098,77,1,0
97099,1,0,0
97100,69,0,0
97101,2,0,0
97102,150,509,147
97103,161,631,199
97104,145,554,164
97105,22,40,10
97106,66,0,0
97107,73,256,62
97108,85,152,27
97109,27,75,14
97110,33,53,12
97111,13,8,5
97112,6,0,0
97113,32,0,0
97114,137,391,83
97115,6,10,0
97116,1,1,0
97117,17,11,0
97118,100,236,56
97119,2,3,0
97120,82,246,76
97121,42,0,0
97122,4,0,0
97123,3,0,0
97124,15,0,0
97125,141,452,120
97126,15,38,7
97127,35,96,12
97128,88,280,68
97129,28,6,1
97130,11,0,0
97131,7,0,0
97132,67,1,0
97133,48,139,44
97134,23,51,14
97135,18,44,11
97136,18,0,0
97137,9,0,0
97138,47,143,39
97139,7,2,0
97140,11,0,0
97141,94,262,57
97142,42,158,45
97143,1,0,0
97144,1,1,0
97145,72,104,21
97146,6,9,2
97147,25,0,0
97148,9,16,3
97149,55,175,48
97150,130,525,138
97151,34,0,0
97152,18,1,0
97153,33,0,0
97154,37,95,18
97155,151,556,158
97156,67,223,47
97157,7,0,0
97158,61,225,67
97159,61,0,0
97160,4,0,0
97161,29,48,12
97162,17,44,5
97163,19,0,0
97164,8,0,0
97165,72,1,0
97166,68,150,34
97167,14,12,2
97168,139,496,135
97169,14,15,3
97170,34,0,0
97171,160,626,164
97172,16,0,0
97173,101,368,79
97174,9,24,8
97175,7,0,0
97176,33,4,0
97177,7,0,0
97178,31,56,6
97179,6,8,1
97180,32,2,0
97181,30,59,4
97182,2,0,0
97183,1,0,0
97184,13,0,0
97185,10,0,0
97186,71,0,0
97187,1,0,0
97188,8,19,2
97189,2,3,0
97190,4,7,1
97191,162,582,168
97192,8,12,4
97193,16,0,0
97194,8,0,0
97195,117,425,121
97196,30,107,34
97197,8,0,0
97198,7,0,0
97199,136,508,123
97200,95,381,108
97201,88,344,96
97202,148,555,193
97203,26,49,4
97204,115,399,100
97205,30,52,5
97206,58,195,55
97207,86,294,74
97208,50,159,43
97209,13,0,0
97210,29,46,12
97211,26,0,0
97212,160,605,190
97213,53,0,0
97214,24,24,1
97215,32,4,0
97216,56,3,0
97217,1,0,0
97218,157,626,199
97219,86,216,64
97220,15,0,0
97221,13,13,1
97222,2,4,2
97223,59,191,44
97224,14,36,4
97225,20,11,7
97226,14,0,0
97227,148,506,113
97228,34,53,13
97229,62,112,24
97230,8,18,3
97231,11,18,5
97232,113,380,104
97233,120,435,120
97234,4,0,0
97235,161,666,163
97236,60,0,0
97237,51,141,31
97238,38,123,33
97239,5,0,0
97240,11,0,0
97241,4,10,3
97242,17,52,14
97243,135,529,127
97244,32,63,12
97245,25,26,4
97246,45,0,0
97247,68,1,0
97248,25,0,0
97249,26,40,12
97250,97,266,71
97251,80,228,64
97252,35,1,0
97253,34,2,1
97254,23,2,0
97255,13,28,5
97256,94,289,65
97257,64,0,0
97258,9,18,5
97259,154,569,162
97260,3,0,0
97261,24,28,7
97262,28,51,11
97263,23,63,15
97264,5,11,2
97265,69,0,0
97266,28,1,0
97267,44,0,0
97268,16,38,4
97269,1,0,0
97270,35,0,0
97271,1,1,0
97272,8,8,1
97273,4,15,4
97274,72,0,0
97275,13,18,2
97276,22,3,0
97277,16,0,0
97278,70,195,50
97279,49,0,0
97280,55,160,31
97281,19,34,7
97282,27,0,0
97283,66,0,0
97284,49,11,1
97285,3,2,0
97286,30,6,0
97287,27,75,12
97288,92,233,58
97289,21,31,8
97290,7,0,0
97291,71,0,0
97292,33,65,8
97293,31,3,0
97294,64,191,43
97295,32,7,0
97296,10,0,0
97297,58,0,0
97298,7,4,0
97299,23,61,11
97300,50,91,21
97301,151,567,144
97302,134,508,160
97303,38,0,0
97304,149,499,124
97305,116,435,123
97306,131,513,134
97307,57,0,0
97308,60,165,36
97309,45,118,15
97310,16,55,10
97311,109,413,110
97312,20,0,0
97313,51,123,25
97314,130,489,162
97315,11,20,3
97316,47,99,29
97317,6,9,0
97318,8,8,2
97319,5,3,0
97320,7,0,0
97321,22,2,0
97322,79,160,37
97323,31,99,20
97324,32,3,0
97325,31,76,18
97326,160,584,167
97327,10,0,0
97328,103,317,65
97329,56,136,38
97330,108,331,86
97331,31,3,0
97332,153,607,160
97333,13,26,4
97334,18,1,0
97335,58,0,0
97336,84,284,71
97337,3,3,0
97338,35,104,27
97339,55,0,0
97340,75,0,0
97341,19,1,0
97342,30,52,2
97343,11,0,0
97344,7,0,0
97345,11,0,0
97346,21,32,7
97347,32,0,0
97348,27,58,12
97349,144,473,132
97350,88,204,48
97351,123,328,78
97352,158,600,168
97353,13,22,2
97354,4,0,0
97355,4,3,1
97356,24,7,1
97357,5,4,0
97358,10,18,3
97359,56,105,25
97360,69,194,51
97361,34,6,2
97362,45,0,0
97363,57,215,46
97364,131,438,112
97365,114,237,54
97366,5,0,0
97367,9,1,0
97368,152,543,131
97369,158,579,174
97370,70,0,0
97371,6,0,0
97372,29,3,0
97373,135,485,120
97374,29,0,0
97375,43,0,0
97376,25,0,0
97377,147,558,136
97378,3,0,0
97379,124,442,112
97380,100,318,71
97381,73,0,0
97382,5,0,0
97383,12,1,1
97384,14,1,1
97385,20,55,10
97386,149,525,115
97387,29,0,0
97388,75,0,0
97389,16,0,0
97390,2,0,0
97391,87,213,55
97392,5,1,0
97393,66,250,63
97394,34,0,0
97395,115,390,93
97396,126,433,117
97397,134,577,172
97398,52,120,29
97399,142,530,144
97400,4,0,0
97401,18,31,2
97402,2,0,0
97403,11,16,1
97404,37,6,0
97405,158,607,142
97406,66,165,39
97407,153,508,130
97408,44,158,25
97409,21,34,7
97410,142,482,131
97411,1,4,1
97412,9,0,0
97413,39,0,0
97414,9,0,0
97415,46,0,0
97416,56,160,37
97417,15,34,6
97418,16,3,0
97419,25,0,0
97420,6,0,0
97421,28,50,11
97422,42,0,0
97423,162,624,174
97424,15,26,4
97425,73,0,0
97426,11,4,0
97427,12,17,1
97428,33,12,3
97429,5,0,0
97430,33,5,2
97431,85,246,55
97432,27,95,20
97433,134,403,89
97434,84,256,50
97435,5,2,0
97436,4,5,2
97437,2,0,0
97438,75,220,47
97439,119,415,109
97440,21,44,5
97441,8,0,0
97442,23,14,1
97443,59,183,38
97444,22,62,12
97445,35,108,26
97446,89,240,53
97447,119,252,59
97448,102,369,83
97449,61,0,0
97450,150,531,124
97451,147,551,176
97452,1,0,0
97453,13,0,0
97454,138,462,121
97455,80,190,52
97456,67,0,0
97457,6,13,5
97458,23,33,5
97459,12,0,0
97460,119,176,35
97461,71,0,0
97462,33,57,12
97463,70,205,48
97464,30,83,20
97465,42,161,49
97466,11,0,0
97467,6,8,0
97468,57,0,0
97469,9,21,0
97470,25,52,10
97471,20,49,10
97472,24,2,0
97473,3,0,0
97474,145,539,147
97475,12,19,3
97476,11,18,4
97477,13,0,0
97478,3,5,0
97479,105,354,86
97480,30,25,1
97481,20,1,0
97482,37,0,0
97483,32,60,8
97484,69,213,69
97485,106,246,69
97486,1,0,0
97487,29,1,0
97488,78,209,46
97489,71,186,34
97490,14,41,9
97491,10,0,0
97492,134,408,100
97493,3,9,0
97494,25,50,12
97495,4,3,1
97496,26,68,13
97497,57,132,32
97498,34,119,30
97499,160,602,182
97500,26,0,0
97501,116,312,77
97502,88,293,86
97503,147,536,152
97504,34,13,1
97505,157,583,171
97506,41,113,20
97507,11,23,5
97508,13,34,6
97509,110,391,118
97510,3,0,0
97511,5,0,0
97512,32,56,5
97513,72,204,45
97514,75,0,0
97515,30,3,0
97516,5,9,2
97517,156,633,168
97518,38,94,22
97519,43,17,1
97520,52,147,38
97521,14,45,8
97522,4,6,2
97523,61,214,49
97524,28,88,19
97525,12,0,0
97526,5,15,0
97527,40,125,35
97528,18,55,13
97529,22,54,12
97530,73,0,0
97531,62,0,0
97532,103,357,90
97533,29,58,19
97534,32,4,0
97535,54,0,0
97536,17,1,0
97537,10,0,0
97538,63,257,69
97539,9,0,0
97540,34,1,0
97541,15,0,0
97542,4,0,0
97543,33,4,1
97544,41,145,36
97545,25,0,0
97546,28,0,0
97547,1,0,0
97548,126,288,65
97549,125,486,121
97550,82,262,53
97551,36,0,0
97552,96,204,43
97553,52,99,17
97554,33,58,13
97555,2,4,0
97556,13,18,0
97557,42,101,24
97558,33,56,10
97559,13,19,7
97560,151,576,144
97561,26,3,0
97562,7,4,0
97563,31,11,1
97564,75,222,44
97565,83,139,30
97566,9,0,0
97567,15,0,0
97568,18,0,0
97569,22,4,0
97570,4,7,2
97571,159,601,158
97572,31,47,8
97573,118,424,116
97574,37,4,1
97575,44,107,22
97576,60,88,22
97577,2,0,0
97578,61,0,0
97579,27,58,5
97580,7,0,0
97581,72,0,0
97582,17,27,5
97583,5,18,5
97584,141,520,130
97585,5,0,0
97586,148,543,123
97587,24,32,0
97588,87,224,53
97589,32,3,1
97590,8,10,0
97591,124,397,99
97592,9,0,0
97593,61,0,0
97594,10,0,0
97595,4,0,0
97596,34,121,35
97597,62,0,0
97598,31,5,0
97599,14,0,0
97600,17,48,10
97601,4,8,2
97602,81,195,57
97603,59,0,0
97604,57,157,32
97605,1,0,0
97606,104,382,97
97607,81,281,54
97608,87,327,95
97609,18,58,9
97610,63,0,0
97611,52,52,9
97612,58,0,0
97613,1,3,0
97614,46,167,48
97615,16,27,8
97616,33,5,0
97617,68,0,0
97618,141,520,156
97619,1,1,0
97620,26,59,12
97621,69,0,0
97622,28,0,0
97623,159,623,188
97624,80,286,76
97625,67,1,0
97626,21,38,6
97627,3,0,0
97628,11,0,0
97629,29,2,0
97630,30,3,0
97631,17,0,0
97632,114,373,87
97633,144,606,184
97634,68,0,0
97635,22,0,0
97636,115,325,73
97637,124,454,110
97638,63,215,71
97639,46,135,35
97640,118,453,144
97641,50,105,19
97642,1,1,0
97643,6,17,2
97644,1,2,0
97645,33,3,0
97646,63,129,27
97647,107,365,86
97648,129,552,150
97649,31,52,4
97650,7,7,0
97651,52,41,7
97652,75,1,0
97653,56,0,0
97654,70,207,56
97655,157,548,151
97656,10,0,0
97657,10,2,0
97658,47,0,0
97659,139,527,133
97660,45,0,0
97661,17,63,12
97662,19,0,0
97663,34,104,27
97664,32,3,0
97665,142,514,165
97666,3,5,0
97667,79,162,29
97668,32,92,24
97669,5,0,0
97670,74,0,0
97671,16,1,0
97672,118,366,86
97673,4,2,0
97674,74,123,30
97675,20,35,6
97676,9,0,0
97677,160,653,186
97678,144,403,94
97679,70,0,0
97680,9,14,2
97681,2,6,1
97682,6,0,0
97683,140,413,97
97684,2,0,0
97685,3,3,0
97686,96,240,55
97687,29,4,1
97688,19,27,5
97689,57,0,0
97690,112,216,48
97691,40,33,5
97692,73,263,71
97693,122,478,142
97694,32,56,7
97695,22,37,5
97696,10,16,2
97697,1,0,0
97698,117,423,107
97699,35,77,14
97700,33,2,0
97701,12,6,1
97702,1,0,0
97703,38,84,17
97704,68,0,0
97705,136,545,151
97706,71,0,0
97707,149,564,160
97708,25,0,0
97709,26,2,0
97710,24,30,5
97711,29,39,3
97712,63,0,0
97713,126,467,114
97714,52,1,0
97715,6,20,0
97716,104,155,30
97717,46,100,18
97718,143,410,89
97719,68,197,42
97720,52,134,28
97721,32,0,0
97722,89,241,53
97723,8,18,3
97724,32,6,0
97725,29,5,0
97726,4,3,0
97727,1,0,0
97728,10,0,0
97729,121,392,95
97730,25,71,12
97731,47,121,34
97732,64,236,67
97733,16,24,3
97734,18,30,7
97735,4,11,3
97736,5,0,0
97737,8,1,0
97738,14,21,4
97739,152,511,121
97740,1,4,0
97741,32,71,9
97742,25,77,23
97743,107,401,102
97744,14,0,0
97745,58,0,0
97746,31,63,12
97747,13,12,2
97748,4,0,0
97749,63,0,0
97750,8,0,0
97751,34,60,11
97752,8,0,0
97753,109,404,113
97754,2,1,0
97755,2,1,0
97756,6,5,0
97757,33,6,0
97758,8,17,1
97759,9,24,1
97760,11,35,6
97761,5,5,0
97762,6,0,0
97763,32,57,6
97764,22,1,0
97765,143,465,134
97766,8,0,0
97767,76,0,0
97768,26,47,3
97769,100,277,69
97770,19,0,0
97771,30,47,5
97772,4,0,0
97773,7,0,0
97774,9,1,0
97775,61,0,0
97776,33,55,8
97777,118,290,75
97778,158,549,164
97779,160,614,165
97780,69,0,0
97781,75,1,0
97782,96,315,90
97783,64,0,0
97784,9,0,0
97785,11,0,0
97786,154,603,175
97787,94,351,90
97788,147,521,146
97789,38,129,31
97790,19,0,0
97791,35,0,0
97792,34,58,14
97793,15,20,6
97794,27,6,0
97795,33,54,4
97796,37,0,0
97797,12,12,2
97798,156,667,189
97799,51,1,0
97800,6,7,0
97801,26,52,7
97802,9,29,8
97803,4,0,0
97804,67,183,31
97805,66,5,1
97806,11,7,0
97807,15,22,3
97808,40,109,20
97809,160,634,172
97810,31,0,0
97811,21,1,0
97812,10,0,0
97813,21,42,5
97814,8,16,2
97815,3,0,0
97816,16,0,0
97817,3,3,0
97818,22,43,8
97819,135,510,143
97820,4,0,0
97821,21,2,0
97822,2,0,0
97823,4,0,0
97824,15,9,0
97825,11,33,6
97826,86,296,74
97827,2,0,0
97828,147,457,119
97829,29,40,7
97830,127,438,99
97831,6,0,0
97832,159,605,182
97833,32,2,1
97834,30,65,12
97835,73,232,42
97836,7,12,3
97837,37,0,0
97838,65,0,0
97839,113,445,144
97840,22,0,0
97841,40,137,33
97842,35,97,26
97843,1,0,0
97844,134,353,80
97845,14,51,8
97846,57,6,1
97847,24,4,0
97848,102,356,91
97849,22,37,1
97850,7,0,0
97851,157,583,185
97852,25,53,16
97853,8,11,3
97854,16,31,2
97855,8,7,0
97856,21,23,4
97857,6,8,2
97858,38,0,0
97859,71,0,0
97860,25,0,0
97861,10,34,6
97862,3,2,0
97863,4,4,1
97864,41,115,25
97865,146,531,137
97866,19,69,20
97867,63,0,0
97868,32,55,9
97869,6,11,0
97870,72,0,0
97871,22,5,2
97872,103,333,95
97873,5,13,5
97874,103,323,77
97875,94,348,79
97876,60,0,0
97877,2,0,0
97878,34,60,8
97879,38,0,0
97880,76,306,81
97881,17,35,9
97882,1,0,0
97883,31,53,4
97884,28,8,2
97885,16,6,2
97886,32,61,10
97887,99,283,66
97888,136,505,161
97889,8,8,1
97890,29,101,21
97891,116,413,95
97892,13,28,5
97893,5,10,3
97894,27,2,0
97895,63,167,37
97896,20,2,0
97897,156,602,167
97898,12,25,5
97899,147,462,107
97900,127,495,128
97901,25,77,20
97902,55,5,1
97903,85,293,71
97904,10,0,0
97905,76,283,64
97906,12,29,3
97907,24,1,0
97908,20,36,5
97909,13,2,0
97910,145,446,114
97911,136,472,110
97912,14,0,0
97913,65,2,0
97914,142,436,96
97915,161,658,188
97916,46,149,38
97917,16,26,4
97918,4,0,0
97919,88,335,98
97920,139,498,129
97921,2,0,0
97922,67,0,0
97923,134,458,139
97924,89,240,72
97925,4,4,1
97926,8,28,8
97927,4,11,2
97928,2,4,0
97929,21,66,16
97930,10,36,8
97931,33,109,24
97932,4,2,0
97933,45,0,0
97934,31,36,5
97935,1,0,0
97936,24,39,8
97937,47,95,18
97938,71,195,58
97939,87,267,63
97940,81,128,23
97941,12,0,0
97942,18,30,3
97943,16,20,3
97944,1,0,0
97945,62,105,23
97946,21,4,1
97947,11,3,2
97948,98,264,65
97949,23,3,0
97950,90,304,79
97951,5,0,0
97952,13,0,0
97953,68,1,0
97954,7,0,0
97955,19,0,0
97956,23,1,0
97957,16,15,0
97958,5,0,0
97959,50,0,0
97960,33,74,15
97961,5,0,0
97962,12,0,0
97963,52,0,0
97964,15,20,4
97965,11,0,0
97966,137,518,160
97967,32,0,0
97968,7,1,0
97969,7,6,1
97970,9,6,2
97971,33,0,0
97972,51,9,1
97973,61,5,0
97974,142,445,107
97975,20,55,16
97976,70,275,73
97977,95,247,59
97978,71,280,79
97979,9,21,3
97980,61,0,0
97981,48,125,24
97982,49,0,0
97983,32,0,0
97984,101,294,67
97985,49,0,0
97986,156,601,161
97987,57,2,1
97988,14,34,4
97989,14,1,0
97990,20,30,9
97991,2,0,0
97992,56,1,0
97993,97,209,51
97994,4,1,0
97995,18,0,0
97996,44,119,31
97997,13,6,0
97998,10,9,1
97999,160,641,193
98000,2,6,2
98001,18,29,6
98002,29,1,0
98003,71,229,68
98004,85,277,58
98005,4,3,0
98006,50,97,27
98007,162,629,178
98008,96,269,65
98009,107,409,124
98010,80,0,0
98011,32,50,7
98012,2,1,0
98013,54,0,0
98014,9,8,1
98015,34,66,13
98016,19,0,0
98017,34,89,23
98018,6,0,0
98019,20,5,0
98020,61,0,0
98021,138,496,145
98022,61,0,0
98023,37,0,0
98024,23,26,2
98025,2,7,1
98026,8,16,1
98027,16,0,0
98028,30,2,0
98029,18,29,3
98030,65,204,42
98031,4,9,0
98032,22,2,0
98033,151,606,158
98034,3,0,0
98035,27,29,4
98036,113,308,76
98037,134,503,137
98038,36,102,21
98039,48,85,19
98040,5,1,0
98041,21,76,26
98042,129,477,121
98043,118,377,98
98044,137,443,119
98045,8,3,0
98046,32,3,1
98047,148,520,153
98048,155,609,172
98049,29,72,19
98050,28,113,32
98051,49,0,0
98052,27,6,0
98053,4,10,2
98054,8,8,1
98055,85,286,67
98056,7,0,0
98057,104,382,122
98058,99,391,101
98059,116,294,75
98060,24,0,0
98061,30,0,0
98062,5,0,0
98063,40,0,0
98064,66,0,0
98065,82,276,76
98066,24,64,16
98067,22,67,15
98068,33,2,0
98069,95,315,70
98070,43,86,16
98071,87,243,66
98072,9,3,0
98073,158,637,181
98074,92,304,86
98075,14,1,0
98076,86,304,105
98077,18,1,0
98078,15,12,4
98079,6,0,0
98080,35,81,22
98081,68,0,0
98082,48,0,0
98083,78,287,78
98084,5,11,0
98085,57,158,32
98086,4,0,0
98087,118,417,115
98088,3,0,0
98089,16,0,0
98090,15,0,0
98091,50,135,29
98092,114,385,87
98093,17,3,0
98094,68,0,0
98095,16,0,0
98096,7,1,0
98097,40,128,25
98098,98,351,93
98099,18,0,0
98100,88,315,96
98101,93,382,113
98102,6,7,1
98103,99,335,72
98104,36,110,26
98105,30,0,0
98106,73,0,0
98107,14,14,3
98108,47,0,0
98109,10,0,0
98110,109,430,119
98111,47,186,52
98112,64,0,0
98113,23,67,17
98114,160,606,141
98115,14,14,4
98116,77,265,66
98117,70,0,0
98118,60,162,40
98119,2,0,0
98120,8,12,2
98121,102,192,49
98122,99,144,36
98123,3,0,0
98124,68,0,0
98125,44,156,38
98126,25,0,0
98127,23,0,0
98128,17,0,0
98129,5,0,0
98130,9,9,1
98131,96,195,48
98132,76,1,0
98133,13,22,2
98134,21,1,0
98135,63,1,0
98136,46,3,0
98137,160,600,151
98138,1,0,0
98139,4,0,0
98140,47,108,28
98141,60,135,28
98142,65,0,0
98143,30,0,0
98144,45,0,0
98145,51,136,26
98146,17,11,2
98147,43,1,0
98148,121,449,131
98149,22,0,0
98150,74,1,0
98151,94,317,88
98152,10,0,0
98153,36,102,22
98154,65,0,0
98155,36,33,6
98156,15,0,0
98157,73,251,62
98158,9,0,0
98159,128,424,94
98160,92,310,83
98161,4,13,4
98162,13,19,2
98163,74,0,0
98164,88,285,67
98165,87,260,50
98166,17,59,13
98167,30,58,12
98168,11,1,0
98169,27,0,0
98170,32,4,0
98171,27,2,0
98172,10,2,0
98173,30,0,0
98174,121,425,116
98175,33,62,7
98176,10,16,1
98177,29,4,0
98178,1,2,0
98179,4,0,0
98180,136,264,67
98181,63,129,32
98182,6,5,0
98183,22,60,14
98184,141,525,146
98185,154,541,145
98186,32,4,1
98187,34,4,0
98188,80,205,46
98189,1,1,0
98190,29,1,0
98191,31,75,18
98192,75,190,53
98193,33,5,0
98194,132,406,96
98195,18,0,0
98196,23,1,0
98197,94,231,57
98198,134,298,63
98199,76,0,0
98200,32,3,1
98201,137,462,116
98202,5,14,4
98203,125,319,84
98204,91,253,61
98205,18,0,0
98206,127,488,145
98207,160,615,160
98208,146,588,173
98209,27,69,13
98210,21,69,18
98211,70,0,0
98212,34,3,1
98213,1,0,0
98214,35,107,21
98215,1,2,0
98216,129,437,128
98217,45,1,0
98218,35,107,31
98219,157,606,150
98220,63,7,1
98221,56,0,0
98222,2,6,1
98223,7,10,2
98224,4,3,0
98225,20,21,1
98226,10,9,1
98227,70,0,0
98228,117,368,93
98229,19,0,0
98230,131,454,108
98231,63,0,0
98232,111,261,56
98233,27,50,9
98234,9,20,2
98235,130,368,98
98236,102,361,90
98237,24,48,7
98238,93,362,92
98239,58,219,56
98240,26,0,0
98241,68,0,0
98242,54,163,40
98243,13,12,0
98244,153,610,170
98245,6,1,0
98246,55,5,0
98247,3,0,0
98248,116,425,106
98249,3,7,2
98250,43,8,0
98251,109,294,62
98252,11,0,0
98253,68,0,0
98254,3,0,0
98255,27,2,0
98256,30,49,7
98257,58,0,0
98258,29,0,0
98259,37,0,0
98260,146,430,100
98261,37,61,10
98262,16,1,0
98263,8,26,5
98264,1,1,0
98265,3,7,1
98266,150,520,136
98267,79,252,56
98268,15,33,10
98269,48,1,0
98270,70,192,51
98271,145,549,135
98272,106,308,87
98273,3,0,0
98274,15,30,8
98275,9,23,1
98276,71,0,0
98277,1,0,0
98278,23,60,10
98279,30,58,13
98280,15,53,8
98281,53,156,45
98282,57,208,42
98283,20,31,7
98284,19,3,0
98285,55,79,17
98286,50,0,0
98287,22,0,0
98288,69,1,0
98289,49,0,0
98290,45,120,21
98291,92,290,62
98292,40,0,0
98293,20,0,0
98294,19,16,0
98295,33,5,0
98296,1,0,0
98297,1,0,0
98298,9,0,0
98299,39,0,0
98300,103,272,68
98301,33,16,1
98302,61,179,43
98303,7,15,3
98304,92,129,26
98305,17,44,6
98306,29,0,0
98307,157,589,190
98308,159,620,145
98309,81,164,40
98310,126,446,139
98311,20,35,3
98312,86,200,56
98313,73,0,0
98314,136,448,80
98315,126,391,72
98316,149,558,147
98317,132,388,108
98318,24,58,16
98319,131,476,135
98320,22,64,14
98321,108,331,72
98322,66,133,25
98323,4,0,0
98324,17,3,1
98325,52,161,49
98326,20,0,0
98327,53,129,31
98328,24,0,0
98329,62,1,0
98330,50,0,0
98331,1,1,0
98332,151,481,129
98333,3,0,0
98334,42,0,0
98335,25,0,0
98336,34,2,0
98337,124,441,117
98338,122,477,140
98339,7,0,0
98340,1,0,0
98341,47,32,5
98342,58,210,51
98343,2,1,0
98344,45,0,0
98345,19,29,2
98346,47,135,34
98347,27,34,4
98348,6,8,1
98349,6,0,0
98350,162,581,177
98351,15,21,3
98352,36,0,0
98353,35,71,15
98354,50,0,0
98355,133,478,120
98356,3,0,0
98357,79,262,58
98358,6,0,0
98359,8,0,0
98360,8,8,3
98361,6,0,0
98362,34,0,0
98363,27,38,8
98364,67,1,0
98365,24,4,0
98366,9,0,0
98367,66,3,1
98368,3,3,0
98369,5,0,0
98370,8,0,0
98371,8,9,1
98372,104,350,73
98373,2,0,0
98374,3,5,0
98375,38,66,11
98376,12,24,1
98377,130,424,99
98378,129,462,147
98379,21,34,6
98380,28,41,9
98381,18,30,4
98382,148,523,123
98383,47,57,9
98384,59,0,0
98385,37,2,0
98386,111,389,81
98387,26,0,0
98388,18,0,0
98389,33,8,1
98390,30,60,12
98391,58,5,0
98392,30,64,15
98393,26,1,0
98394,22,0,0
98395,32,59,9
98396,31,21,0
98397,2,0,0
98398,37,63,14
98399,27,1,0
98400,20,0,0
98401,10,1,0
98402,3,2,0
98403,112,430,132
98404,66,0,0
98405,4,0,0
98406,55,1,0
98407,16,0,0
98408,62,240,69
98409,28,105,23
98410,107,335,67
98411,80,272,71
98412,23,62,16
98413,57,165,40
98414,91,374,94
98415,126,468,129
98416,21,51,16
98417,6,0,0
98418,1,0,0
98419,25,0,0
98420,78,2,0
98421,32,65,8
98422,147,568,156
98423,30,34,5
98424,157,612,168
98425,52,173,37
98426,69,0,0
98427,78,133,33
98428,145,556,176
98429,3,4,0
98430,10,0,0
98431,7,0,0
98432,143,502,123
98433,7,15,1
98434,6,0,0
98435,6,3,0
98436,142,527,152
98437,22,0,0
98438,7,0,0
98439,44,101,17
98440,53,97,23
98441,62,0,0
98442,19,33,4
98443,25,70,14
98444,8,0,0
98445,72,0,0
98446,70,278,57
98447,76,0,0
98448,27,106,21
98449,32,98,26
98450,13,36,5
98451,84,267,64
98452,2,5,0
98453,158,660,225
98454,4,0,0
98455,30,57,11
98456,2,0,0
98457,122,398,92
98458,10,0,0
98459,148,423,101
98460,1,0,0
98461,8,14,2
98462,1,1,0
98463,22,34,1
98464,157,619,163
98465,12,22,3
98466,132,491,140
98467,32,4,0
98468,103,372,86
98469,111,432,124
98470,63,203,36
98471,107,193,49
98472,26,39,7
98473,15,27,6
98474,22,41,8
98475,121,397,100
98476,70,0,0
98477,5,1,0
98478,124,390,85
98479,62,0,0
98480,113,344,85
98481,5,4,0
98482,49,0,0
98483,13,0,0
98484,156,589,164
98485,70,0,0
98486,52,213,36
98487,20,0,0
98488,23,41,6
98489,90,208,55
98490,68,182,35
98491,25,1,0
98492,65,0,0
98493,48,102,25
98494,132,292,75
98495,72,204,47
98496,22,33,10
98497,5,0,0
98498,21,54,10
98499,50,0,0
98500,3,3,0
98501,30,57,9
98502,21,0,0
98503,6,0,0
98504,67,0,0
98505,26,2,0
98506,155,553,158
98507,4,7,0
98508,3,0,0
98509,1,0,0
98510,20,39,7
98511,101,390,86
98512,26,56,15
98513,17,0,0
98514,17,0,0
98515,2,4,1
98516,56,0,0
98517,66,1,0
98518,62,0,0
98519,30,0,0
98520,13,0,0
98521,2,0,0
98522,4,10,1
98523,61,214,52
98524,148,549,178
98525,109,403,94
98526,53,0,0
98527,10,19,1
98528,44,59,9
98529,9,7,2
98530,7,7,2
98531,10,2,0
98532,70,0,0
98533,31,113,28
98534,21,3,0
98535,52,189,55
98536,29,70,12
98537,1,0,0
98538,154,593,171
98539,41,0,0
98540,25,47,13
98541,146,393,102
98542,5,10,2
98543,21,45,15
98544,64,0,0
98545,47,133,37
98546,3,0,0
98547,27,75,14
98548,144,538,129
98549,10,19,2
98550,69,276,77
98551,41,118,25
98552,5,0,0
98553,18,33,8
98554,119,264,61
98555,39,74,21
98556,106,444,114
98557,63,1,0
98558,32,0,0
98559,46,1,0
98560,127,384,76
98561,156,611,200
98562,135,530,141
98563,9,26,8
98564,60,0,0
98565,37,81,18
98566,7,0,0
98567,71,0,0
98568,2,0,0
98569,74,0,0
98570,19,44,8
98571,28,1,0
98572,3,1,0
98573,144,473,111
98574,7,7,3
98575,51,0,0
98576,11,0,0
98577,137,493,107
98578,20,30,3
98579,17,1,0
98580,28,2,1
98581,1,0,0
98582,27,84,19
98583,5,5,1
98584,1,1,0
98585,32,0,0
98586,30,0,0
98587,34,66,17
98588,34,60,8
98589,3,0,0
98590,13,6,1
98591,68,0,0
98592,61,170,32
98593,151,549,149
98594,7,19,4
98595,3,6,0
98596,6,5,0
98597,2,0,0
98598,154,591,156
98599,4,0,0
98600,97,378,93
98601,49,175,40
98602,90,357,83
98603,139,568,171
98604,159,611,191
98605,32,24,2
98606,133,471,142
98607,15,27,4
98608,127,493,134
98609,127,404,90
98610,6,0,0
98611,26,60,9
98612,18,15,5
98613,85,190,50
98614,6,0,0
98615,3,0,0
98616,157,595,187
98617,17,0,0
98618,28,0,0
98619,12,0,0
98620,27,1,1
98621,23,36,2
98622,9,13,2
98623,65,0,0
98624,1,0,0
98625,158,595,162
